passID,timestamp,stationRef,vehicleRef,charge,t,v,hn,p,status
PVI4362770,21/2/2019 03:31,KO05,QW79CHL42244,2.8,KO05,QW79CHL42244,KO,home,unpaid
ZJC3074978,21/2/2019 04:48,OO04,WG11QVY31890,1,OO04,WG11QVY31890,OO,home,unpaid
JPK7888889,21/2/2019 05:41,OO09,AY38OQF67603,2.8,OO09,AY38OQF67603,OO,home,unpaid
GUJ7490129,21/2/2019 06:37,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
GYH6623632,21/2/2019 06:57,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
ODR1570059,21/2/2019 06:59,AO11,JF94VYA88954,2.8,AO11,JF94VYA88954,OO,away,unpaid
XUT2773650,21/2/2019 07:31,KO02,HW75BKT77773,2.2,KO02,HW75BKT77773,KO,home,unpaid
XIA6501930,21/2/2019 07:53,OO07,LC72NRN52084,3.1,OO07,LC72NRN52084,OO,home,unpaid
JUR3678425,21/2/2019 08:13,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
PMO7256672,21/2/2019 08:29,NE01,PD45WOT56494,2,NE01,PD45WOT56494,NE,home,unpaid
UEW3906160,21/2/2019 09:08,KO01,JE65QJK64802,2.5,KO01,JE65QJK64802,GF,away,unpaid
IEQ5491178,21/2/2019 10:05,AO12,RR73DWB65452,2.8,AO12,RR73DWB65452,AO,home,unpaid
WCR8759564,21/2/2019 10:34,OO00,QR03XCJ37459,2.8,OO00,QR03XCJ37459,OO,home,unpaid
DKF2662904,21/2/2019 11:03,AO11,DO24BCW15511,2.8,AO11,DO24BCW15511,KO,away,unpaid
UAC4740883,21/2/2019 11:25,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
EFS2341098,21/2/2019 12:03,OO13,IC95TLY24827,2,OO13,IC95TLY24827,OO,home,unpaid
PNI7709438,21/2/2019 12:48,NE07,VX68BAR38623,1.5,NE07,VX68BAR38623,NE,home,unpaid
QUS7706469,21/2/2019 14:39,GF00,WU78BMX13511,1,GF00,WU78BMX13511,GF,home,unpaid
NEL5985554,21/2/2019 15:14,KO08,ZY93PCY41868,1.5,KO08,ZY93PCY41868,KO,home,unpaid
HAC3889161,21/2/2019 15:15,EG03,CM15YCB60994,2,EG03,CM15YCB60994,EG,home,unpaid
LMA3200237,21/2/2019 16:33,NE01,PM58XHX45588,1.5,NE01,PM58XHX45588,NE,home,unpaid
STP4746950,21/2/2019 16:40,MR01,EZ65FLV39493,2.8,MR01,EZ65FLV39493,MR,home,unpaid
EBS9439154,21/2/2019 17:08,MR08,XV91YMP27722,2.5,MR08,XV91YMP27722,MR,home,unpaid
KNE4067806,21/2/2019 18:06,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home,unpaid
ENA7155616,21/2/2019 20:10,OO09,QR03XCJ37459,2.8,OO09,QR03XCJ37459,OO,home,unpaid
CSH9827484,21/2/2019 20:45,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
WNS6254391,21/2/2019 21:31,NE10,OY94SZK34436,2.5,NE10,OY94SZK34436,NE,home,unpaid
QYI0685591,21/2/2019 21:42,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home,unpaid
UYQ8336807,21/2/2019 22:14,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
HWP9716668,21/2/2019 22:26,KO02,FL13UMN92207,1,KO02,FL13UMN92207,KO,home,unpaid
JQJ9622183,21/2/2019 22:33,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
BWS3791354,21/2/2019 22:38,GF00,KW50MJG67260,2.2,GF00,KW50MJG67260,GF,home,unpaid
NKN5466366,21/2/2019 22:58,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
JYG0382134,21/2/2019 23:09,EG05,MX39VOS38645,1.25,EG05,MX39VOS38645,AO,away,unpaid
WGE3249503,21/2/2019 23:37,OO11,AY38OQF67603,2.8,OO11,AY38OQF67603,OO,home,unpaid
MNN3271544,21/2/2019 23:50,KO00,QO77TFN61853,2,KO00,QO77TFN61853,KO,home,unpaid
RMC0594042,22/2/2019 00:04,MR03,BI87HYL81972,1,MR03,BI87HYL81972,MR,home,unpaid
CTY2607472,22/2/2019 00:22,MR03,EZ65FLV39493,2.8,MR03,EZ65FLV39493,MR,home,unpaid
YHM8009996,22/2/2019 00:49,AO05,EM54HQI58682,2.8,AO05,EM54HQI58682,OO,away,unpaid
VZP4273165,22/2/2019 01:32,MR05,XV91YMP27722,2.5,MR05,XV91YMP27722,MR,home,unpaid
VHL4928085,22/2/2019 02:25,OO13,BK77KNV91142,2.8,OO13,BK77KNV91142,OO,home,unpaid
JBL1522030,22/2/2019 02:53,OO01,QW79CHL42244,3.1,OO01,QW79CHL42244,KO,away,unpaid
BIX0776842,22/2/2019 03:19,NE01,PM58XHX45588,1.5,NE01,PM58XHX45588,NE,home,unpaid
KZO7402028,22/2/2019 04:07,NE15,OY94SZK34436,2.5,NE15,OY94SZK34436,NE,home,unpaid
DSU8258056,22/2/2019 06:57,MR08,TZ48CCW54765,1,MR08,TZ48CCW54765,EG,away,unpaid
LJW6436063,22/2/2019 07:21,KO08,IX01MVL33676,2.5,KO08,IX01MVL33676,KO,home,unpaid
EKV8868105,22/2/2019 07:25,OO02,CK97FAU13897,2.5,OO02,CK97FAU13897,GF,away,unpaid
CNX5887717,22/2/2019 08:35,KO01,ED51EWW52190,2.8,KO01,ED51EWW52190,KO,home,unpaid
VGL2346940,22/2/2019 09:14,MR07,QR03XCJ37459,2.5,MR07,QR03XCJ37459,OO,away,unpaid
SNU7745029,22/2/2019 09:16,MR02,IZ65WAT29135,2,MR02,IZ65WAT29135,MR,home,unpaid
HAX7413521,22/2/2019 09:32,AO02,RR73DWB65452,2.8,AO02,RR73DWB65452,AO,home,unpaid
VUH3169217,22/2/2019 09:51,EG08,QX75YWC61835,2.8,EG08,QX75YWC61835,OO,away,unpaid
DKZ1628628,22/2/2019 11:45,OO09,JF94VYA88954,2.8,OO09,JF94VYA88954,OO,home,unpaid
VVW1053944,22/2/2019 12:33,KO05,HW75BKT77773,2.2,KO05,HW75BKT77773,KO,home,unpaid
PWN5641041,22/2/2019 15:41,AO03,JV67MTI17124,2.8,AO03,JV67MTI17124,NE,away,unpaid
SAI2448418,22/2/2019 16:23,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
VVX5118123,22/2/2019 16:34,MR00,QO68DIC93032,2.5,MR00,QO68DIC93032,MR,home,unpaid
JUI7341282,22/2/2019 18:10,AO11,DV04FQL29609,3.1,AO11,DV04FQL29609,AO,home,unpaid
KVU8420629,22/2/2019 18:42,OO06,VJ92OYV94295,2.5,OO06,VJ92OYV94295,OO,home,unpaid
EHB3027138,22/2/2019 19:17,KO07,MQ65WJJ60020,1.25,KO07,MQ65WJJ60020,KO,home,unpaid
KZV3512906,22/2/2019 19:48,MR08,QO68DIC93032,2.5,MR08,QO68DIC93032,MR,home,unpaid
YWQ0730820,22/2/2019 20:24,AO05,TV81MAQ99005,2.8,AO05,TV81MAQ99005,EG,away,unpaid
XHP6619080,22/2/2019 20:33,EG06,DW44ZOO26361,2.5,EG06,DW44ZOO26361,EG,home,unpaid
PYC2776913,22/2/2019 20:38,AO03,LG64ARC91224,13,AO03,LG64ARC91224,AO,home,unpaid
ZCK0160300,22/2/2019 21:03,NE08,NZ35XLQ89678,1.5,NE08,NZ35XLQ89678,NE,home,unpaid
NMQ0491336,22/2/2019 21:30,AO16,DP11ENT03275,3.1,AO16,DP11ENT03275,AO,home,unpaid
QWB4851047,22/2/2019 22:04,MR03,IZ65WAT29135,2,MR03,IZ65WAT29135,MR,home,unpaid
ALQ6522539,22/2/2019 22:44,NE08,FY47TUN40300,1,NE08,FY47TUN40300,NE,home,unpaid
ZZU2514288,22/2/2019 23:13,AO16,RR73DWB65452,2.8,AO16,RR73DWB65452,AO,home,unpaid
EOG3624525,22/2/2019 23:37,AO10,DO24BCW15511,2.8,AO10,DO24BCW15511,KO,away,unpaid
WUS4796425,23/2/2019 00:19,EG10,EC02LZC49528,2.8,EG10,EC02LZC49528,EG,home,unpaid
WVV9362901,23/2/2019 00:52,AO12,DV04FQL29609,2.8,AO12,DV04FQL29609,AO,home,unpaid
OWP5947350,23/2/2019 00:55,EG05,TZ48CCW54765,3.1,EG05,TZ48CCW54765,EG,home,unpaid
QIY0370012,23/2/2019 02:03,AO19,MX39VOS38645,2.8,AO19,MX39VOS38645,AO,home,unpaid
TUY9968274,23/2/2019 02:58,EG03,QH15HWX24570,2.8,EG03,QH15HWX24570,MR,away,unpaid
IVO4371219,23/2/2019 04:56,NE07,NZ35XLQ89678,1.5,NE07,NZ35XLQ89678,NE,home,unpaid
QZD9556463,23/2/2019 05:05,MR02,UA13YTK28483,2.8,MR02,UA13YTK28483,MR,home,unpaid
CEY0645205,23/2/2019 05:44,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
LTI2188490,23/2/2019 06:05,EG06,EC02LZC49528,2.8,EG06,EC02LZC49528,EG,home,unpaid
CVG6310085,23/2/2019 06:12,MR08,DP11ENT03275,2.8,MR08,DP11ENT03275,AO,away,unpaid
QXJ5861460,23/2/2019 06:38,OO09,KW50MJG67260,2.2,OO09,KW50MJG67260,GF,away,unpaid
IZP8665280,23/2/2019 07:37,AO05,BZ76ROL87339,1,AO05,BZ76ROL87339,AO,home,unpaid
DYV0969462,23/2/2019 08:50,EG05,CM15YCB60994,2,EG05,CM15YCB60994,EG,home,unpaid
PTF0489124,23/2/2019 08:58,OO03,QR03XCJ37459,2.8,OO03,QR03XCJ37459,OO,home,unpaid
XUO2267731,23/2/2019 10:24,AO00,RR73DWB65452,2.8,AO00,RR73DWB65452,AO,home,unpaid
SQS2442054,23/2/2019 11:06,OO07,IC95TLY24827,2,OO07,IC95TLY24827,OO,home,unpaid
KOL4087745,23/2/2019 11:57,AO12,PE73VJU23485,2.8,AO12,PE73VJU23485,AO,home,unpaid
RSJ1600083,23/2/2019 12:34,NE04,QP02SYE47964,2.8,NE04,QP02SYE47964,NE,home,unpaid
AQX1788818,23/2/2019 12:49,KO02,WY00MLL63827,1,KO02,WY00MLL63827,KO,home,unpaid
VON1431875,23/2/2019 12:52,EG09,MU06LHX94338,1.5,EG09,MU06LHX94338,EG,home,unpaid
XQX5089011,23/2/2019 13:14,AO17,MX39VOS38645,2.8,AO17,MX39VOS38645,AO,home,unpaid
VSM2329147,23/2/2019 13:25,OO00,RK48BOP88344,2.8,OO00,RK48BOP88344,OO,home,unpaid
AQR6775892,23/2/2019 14:05,AO12,SY96JDQ97089,2.8,AO12,SY96JDQ97089,AO,home,unpaid
QHE7034438,23/2/2019 16:46,AO07,YL27IFD65117,2,AO07,YL27IFD65117,AO,home,unpaid
UGM2453457,23/2/2019 17:14,AO06,DV04FQL29609,3.1,AO06,DV04FQL29609,AO,home,unpaid
TWX6086899,23/2/2019 18:19,GF00,PF04UCA93312,3.1,GF00,PF04UCA93312,GF,home,unpaid
CXK7581431,23/2/2019 18:37,AO13,BM25PHF40639,13,AO13,BM25PHF40639,AO,home,unpaid
DYT7690564,23/2/2019 20:36,MR05,QO68DIC93032,2.5,MR05,QO68DIC93032,MR,home,unpaid
SOE3435682,23/2/2019 20:36,AO13,YL27IFD65117,2,AO13,YL27IFD65117,AO,home,unpaid
ZLT8562819,23/2/2019 20:38,NE03,FY47TUN40300,1,NE03,FY47TUN40300,NE,home,unpaid
JHM8447103,23/2/2019 21:02,AO10,LG64ARC91224,13,AO10,LG64ARC91224,AO,home,unpaid
QOG0784914,23/2/2019 21:13,OO05,AY38OQF67603,2.8,OO05,AY38OQF67603,OO,home,unpaid
TDH0496604,23/2/2019 22:30,NE12,JV67MTI17124,2.5,NE12,JV67MTI17124,NE,home,unpaid
AEC4869414,23/2/2019 22:35,OO01,JE65QJK64802,2.5,OO01,JE65QJK64802,GF,away,unpaid
KNO5494776,23/2/2019 23:04,OO05,QR03XCJ37459,2.8,OO05,QR03XCJ37459,OO,home,unpaid
AOY7983651,23/2/2019 23:29,OO03,EE22TMX10817,2,OO03,EE22TMX10817,OO,home,unpaid
AWF5418179,24/2/2019 00:05,OO12,WG11QVY31890,1,OO12,WG11QVY31890,OO,home,unpaid
GSD7058277,24/2/2019 00:39,NE11,NZ35XLQ89678,1.5,NE11,NZ35XLQ89678,NE,home,unpaid
GJY1933139,24/2/2019 00:50,AO01,HT62RDI04611,2.8,AO01,HT62RDI04611,AO,home,unpaid
FUT3415532,24/2/2019 00:52,GF00,CP56DAO45598,2.8,GF00,CP56DAO45598,GF,home,unpaid
PHE7883069,24/2/2019 01:24,OO10,EM54HQI58682,2.8,OO10,EM54HQI58682,OO,home,unpaid
SJH9141304,24/2/2019 01:37,KO02,QO77TFN61853,2.2,KO02,QO77TFN61853,KO,home,unpaid
WRG0839637,24/2/2019 03:54,NE01,EG95RTB75032,2.8,NE01,EG95RTB75032,NE,home,unpaid
QTT7580104,24/2/2019 04:23,GF00,QN12NTR81378,2.8,GF00,QN12NTR81378,GF,home,unpaid
RAA4001498,24/2/2019 04:46,MR02,HR53SRO94328,13,MR02,HR53SRO94328,MR,home,unpaid
JCJ0963536,24/2/2019 05:08,KO03,WY00MLL63827,1,KO03,WY00MLL63827,KO,home,unpaid
CCI6823526,24/2/2019 05:32,NE03,HE38BQH01623,1.5,NE03,HE38BQH01623,MR,away,unpaid
HYC0030282,24/2/2019 06:42,AO03,PE73VJU23485,2.8,AO03,PE73VJU23485,AO,home,unpaid
EWW0216728,24/2/2019 07:46,AO02,DV04FQL29609,3.1,AO02,DV04FQL29609,AO,home,unpaid
PJL8043842,24/2/2019 09:41,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
GEH8303212,24/2/2019 11:28,KO07,ED51EWW52190,2.8,KO07,ED51EWW52190,KO,home,unpaid
OPN4136600,24/2/2019 11:39,NE13,BY85QGR11636,2.8,NE13,BY85QGR11636,GF,away,unpaid
LBE8904200,24/2/2019 12:47,AO17,PE73VJU23485,2.8,AO17,PE73VJU23485,AO,home,unpaid
FCM0681746,24/2/2019 13:15,AO08,CM15YCB60994,2.8,AO08,CM15YCB60994,EG,away,unpaid
DWW8846272,24/2/2019 13:49,EG06,EZ65FLV39493,3.1,EG06,EZ65FLV39493,MR,away,unpaid
EMN7949413,24/2/2019 17:14,AO00,CP56DAO45598,2.8,AO00,CP56DAO45598,GF,away,unpaid
BUB9649752,24/2/2019 17:43,EG02,MU06LHX94338,1.5,EG02,MU06LHX94338,EG,home,unpaid
IPY8661632,24/2/2019 18:59,NE09,FY47TUN40300,1,NE09,FY47TUN40300,NE,home,unpaid
IPG2038189,24/2/2019 19:22,MR02,RR98KQE80731,1.25,MR02,RR98KQE80731,MR,home,unpaid
JRV6106001,24/2/2019 19:41,KO00,QW79CHL42244,2.8,KO00,QW79CHL42244,KO,home,unpaid
KUB4847757,24/2/2019 20:34,OO07,JF94VYA88954,2.8,OO07,JF94VYA88954,OO,home,unpaid
NUK4983410,24/2/2019 21:34,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
WIN1958755,24/2/2019 23:10,OO03,AY38OQF67603,2.8,OO03,AY38OQF67603,OO,home,unpaid
QJV9285183,25/2/2019 00:03,NE12,CK97FAU13897,1.5,NE12,CK97FAU13897,GF,away,unpaid
JHP7646808,25/2/2019 00:06,OO12,QR03XCJ37459,2.8,OO12,QR03XCJ37459,OO,home,unpaid
RVF2397468,25/2/2019 00:19,NE16,JV67MTI17124,2.5,NE16,JV67MTI17124,NE,home,unpaid
NBS7983153,25/2/2019 02:00,KO00,KB55KTM48860,2.5,KO00,KB55KTM48860,KO,home,unpaid
FIY6417709,25/2/2019 04:11,AO01,DV04FQL29609,3.1,AO01,DV04FQL29609,AO,home,unpaid
GEE2411190,25/2/2019 05:03,EG03,VL67TFO75321,13,EG03,VL67TFO75321,EG,home,unpaid
FGX3678113,25/2/2019 06:10,MR00,RR98KQE80731,1.25,MR00,RR98KQE80731,MR,home,unpaid
RKT5526623,25/2/2019 06:17,AO07,HT62RDI04611,2.8,AO07,HT62RDI04611,AO,home,unpaid
ZIZ7154839,25/2/2019 06:49,GF00,LM86GYO69819,2.8,GF00,LM86GYO69819,GF,home,unpaid
QXE4969496,25/2/2019 07:15,AO03,YH66OKD41942,2.8,AO03,YH66OKD41942,KO,away,unpaid
JUW5330223,25/2/2019 07:18,MR07,HE38BQH01623,2.8,MR07,HE38BQH01623,MR,home,unpaid
ATP5499002,25/2/2019 08:05,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
IKV8879886,25/2/2019 08:10,AO16,KF48RSD79865,2.8,AO16,KF48RSD79865,MR,away,unpaid
TSJ3527609,25/2/2019 09:08,MR05,HE38BQH01623,2.8,MR05,HE38BQH01623,MR,home,unpaid
IJB6665714,25/2/2019 09:38,EG05,PM58XHX45588,2,EG05,PM58XHX45588,NE,away,unpaid
MBL8280218,25/2/2019 09:46,OO03,RV87TIY76692,2.2,OO03,RV87TIY76692,KO,away,unpaid
FKD9770750,25/2/2019 09:50,KO07,QO77TFN61853,2.2,KO07,QO77TFN61853,KO,home,unpaid
CMQ9448482,25/2/2019 10:25,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
JZA6220426,25/2/2019 10:27,EG05,MU06LHX94338,1.5,EG05,MU06LHX94338,EG,home,unpaid
ZTG2341667,25/2/2019 10:54,EG11,CR31GMR97972,1.5,EG11,CR31GMR97972,EG,home,unpaid
WSE3882181,25/2/2019 12:06,MR01,RR98KQE80731,1.25,MR01,RR98KQE80731,MR,home,unpaid
JZT0272730,25/2/2019 12:09,EG10,IW53OQE31439,2.8,EG10,IW53OQE31439,EG,home,unpaid
JSA7811408,25/2/2019 12:18,OO00,EE22TMX10817,2,OO00,EE22TMX10817,OO,home,unpaid
EEB6961734,25/2/2019 12:49,OO12,AY38OQF67603,2.8,OO12,AY38OQF67603,OO,home,unpaid
IHA1364537,25/2/2019 13:06,MR08,HE38BQH01623,2.8,MR08,HE38BQH01623,MR,home,unpaid
YNR0895210,25/2/2019 13:31,AO19,BZ76ROL87339,1,AO19,BZ76ROL87339,AO,home,unpaid
HHB9411987,25/2/2019 13:41,AO18,YL27IFD65117,2,AO18,YL27IFD65117,AO,home,unpaid
EEJ1564483,25/2/2019 14:20,AO05,BZ76ROL87339,1,AO05,BZ76ROL87339,AO,home,unpaid
WDX7768317,25/2/2019 14:25,EG05,CR31GMR97972,1.5,EG05,CR31GMR97972,EG,home,unpaid
VXY2829194,25/2/2019 15:15,AO03,BZ76ROL87339,1,AO03,BZ76ROL87339,AO,home,unpaid
RSO6853755,25/2/2019 15:36,EG08,EC02LZC49528,2.8,EG08,EC02LZC49528,EG,home,unpaid
HZN1934054,25/2/2019 15:59,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
IPR5576984,25/2/2019 16:27,EG01,XE59BZM26378,2.5,EG01,XE59BZM26378,EG,home,unpaid
SWW9415524,25/2/2019 16:36,NE08,OY94SZK34436,2.5,NE08,OY94SZK34436,NE,home,unpaid
BIM0559567,25/2/2019 17:07,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
AHT2298893,25/2/2019 17:14,AO19,LG64ARC91224,13,AO19,LG64ARC91224,AO,home,unpaid
AXM4809957,25/2/2019 17:27,NE11,PD45WOT56494,2,NE11,PD45WOT56494,NE,home,unpaid
RNT7408334,25/2/2019 18:17,AO19,QR03XCJ37459,2.8,AO19,QR03XCJ37459,OO,away,unpaid
RKU9206960,25/2/2019 19:11,MR02,EZ65FLV39493,2.8,MR02,EZ65FLV39493,MR,home,unpaid
YGM9222408,25/2/2019 19:37,AO15,DP11ENT03275,3.1,AO15,DP11ENT03275,AO,home,unpaid
RRJ9086631,25/2/2019 19:40,EG12,MU06LHX94338,1.5,EG12,MU06LHX94338,EG,home,unpaid
FTC7448658,25/2/2019 20:17,EG02,CR31GMR97972,1.5,EG02,CR31GMR97972,EG,home,unpaid
QWX0099075,25/2/2019 20:23,NE00,WG11QVY31890,1,NE00,WG11QVY31890,OO,away,unpaid
LPA5525921,25/2/2019 21:25,OO05,HA82SCK64299,1.25,OO05,HA82SCK64299,MR,away,unpaid
JWJ5465418,25/2/2019 21:28,MR02,QO68DIC93032,2.5,MR02,QO68DIC93032,MR,home,unpaid
DKX4100828,25/2/2019 22:30,NE15,NY14GZR94632,2.8,NE15,NY14GZR94632,NE,home,unpaid
XUH2121203,25/2/2019 23:05,MR03,QN23UHH39091,2.8,MR03,QN23UHH39091,MR,home,unpaid
HHJ7375647,26/2/2019 01:35,GF00,BY85QGR11636,2.5,GF00,BY85QGR11636,GF,home,unpaid
NDT3148485,26/2/2019 02:08,NE14,OY94SZK34436,2.5,NE14,OY94SZK34436,NE,home,unpaid
ZPL0006974,26/2/2019 03:06,NE07,VX68BAR38623,1.5,NE07,VX68BAR38623,NE,home,unpaid
NUA5469205,26/2/2019 03:15,EG05,TV81MAQ99005,3.1,EG05,TV81MAQ99005,EG,home,unpaid
UIY1083713,26/2/2019 03:56,OO05,WY00MLL63827,1,OO05,WY00MLL63827,KO,away,unpaid
BYV6592983,26/2/2019 04:30,AO05,DV04FQL29609,3.1,AO05,DV04FQL29609,AO,home,unpaid
YGW6374345,26/2/2019 04:54,KO00,HR53SRO94328,1,KO00,HR53SRO94328,MR,away,unpaid
OTW6211906,26/2/2019 06:23,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
SYF9744721,26/2/2019 07:06,OO05,XV40HUQ04740,1,OO05,XV40HUQ04740,OO,home,unpaid
QUD0782127,26/2/2019 09:13,EG05,TE24LCO18661,1.25,EG05,TE24LCO18661,EG,home,unpaid
NCH5482595,26/2/2019 09:34,MR07,KF48RSD79865,2.8,MR07,KF48RSD79865,MR,home,unpaid
BLV1572374,26/2/2019 09:36,KO06,ED51EWW52190,2.5,KO06,ED51EWW52190,KO,home,unpaid
KML5802991,26/2/2019 09:45,OO05,WU78BMX13511,2.2,OO05,WU78BMX13511,GF,away,unpaid
SPG5153827,26/2/2019 11:58,AO13,CP56DAO45598,2.8,AO13,CP56DAO45598,GF,away,unpaid
BAG2732152,26/2/2019 12:04,AO18,MQ65WJJ60020,2.8,AO18,MQ65WJJ60020,KO,away,unpaid
YLX9541974,26/2/2019 12:23,GF00,UF84JOS00561,2.8,GF00,UF84JOS00561,GF,home,unpaid
KUR5185794,26/2/2019 14:04,MR08,RR98KQE80731,1.25,MR08,RR98KQE80731,MR,home,unpaid
MOT8981596,26/2/2019 18:10,MR01,BI87HYL81972,1,MR01,BI87HYL81972,MR,home,unpaid
ISP3511637,26/2/2019 18:29,KO02,UF84JOS00561,1.25,KO02,UF84JOS00561,GF,away,unpaid
RTQ0316115,26/2/2019 19:18,MR03,QO68DIC93032,2.5,MR03,QO68DIC93032,MR,home,unpaid
KOV4209406,26/2/2019 19:53,EG09,CM15YCB60994,2,EG09,CM15YCB60994,EG,home,unpaid
UME6069883,26/2/2019 20:15,NE02,VX68BAR38623,1.5,NE02,VX68BAR38623,NE,home,unpaid
NTN8779119,26/2/2019 20:17,AO10,CR31GMR97972,2.8,AO10,CR31GMR97972,EG,away,unpaid
AKN4315665,26/2/2019 21:17,OO12,AY38OQF67603,2.8,OO12,AY38OQF67603,OO,home,unpaid
NBJ5095480,26/2/2019 21:18,MR07,SY96JDQ97089,1,MR07,SY96JDQ97089,AO,away,unpaid
YMT5359840,26/2/2019 21:33,NE14,NZ35XLQ89678,1.5,NE14,NZ35XLQ89678,NE,home,unpaid
MIO9713823,27/2/2019 00:21,NE12,SL09NOT64494,1.25,NE12,SL09NOT64494,GF,away,unpaid
EFM4036883,27/2/2019 00:25,AO03,LG64ARC91224,13,AO03,LG64ARC91224,AO,home,unpaid
LSA0371933,27/2/2019 00:30,MR05,HE38BQH01623,2.8,MR05,HE38BQH01623,MR,home,unpaid
ERI9542143,27/2/2019 03:22,GF00,CK97FAU13897,2.5,GF00,CK97FAU13897,GF,home,unpaid
BSF8859788,27/2/2019 05:43,NE07,FY47TUN40300,1,NE07,FY47TUN40300,NE,home,unpaid
MLQ2629191,27/2/2019 06:15,KO02,KB55KTM48860,2.5,KO02,KB55KTM48860,KO,home,unpaid
NYQ6827061,27/2/2019 06:24,EG11,XE59BZM26378,2.5,EG11,XE59BZM26378,EG,home,unpaid
COS7555344,27/2/2019 06:31,OO03,WG11QVY31890,1,OO03,WG11QVY31890,OO,home,unpaid
HVR8600028,27/2/2019 07:12,EG11,IN99SEN20660,2.8,EG11,IN99SEN20660,EG,home,unpaid
SIN7910109,27/2/2019 07:43,OO11,MX39VOS38645,2.8,OO11,MX39VOS38645,AO,away,unpaid
OWC4938398,27/2/2019 08:34,OO03,EE22TMX10817,2,OO03,EE22TMX10817,OO,home,unpaid
WXE9704087,27/2/2019 09:18,GF00,XF28DGK65250,2,GF00,XF28DGK65250,GF,home,unpaid
VGG0828149,27/2/2019 09:56,NE01,NY14GZR94632,2.8,NE01,NY14GZR94632,NE,home,unpaid
XAN5213758,27/2/2019 10:19,OO08,SL09NOT64494,1.5,OO08,SL09NOT64494,GF,away,unpaid
ILS3816825,27/2/2019 10:23,NE05,PM58XHX45588,1.5,NE05,PM58XHX45588,NE,home,unpaid
YHB0119024,27/2/2019 11:16,MR02,EZ65FLV39493,2.8,MR02,EZ65FLV39493,MR,home,unpaid
AWG3167578,27/2/2019 12:02,AO14,LG64ARC91224,13,AO14,LG64ARC91224,AO,home,unpaid
MGY6260426,27/2/2019 12:08,OO03,RK48BOP88344,2.8,OO03,RK48BOP88344,OO,home,unpaid
QGQ8021563,27/2/2019 13:35,MR00,UA13YTK28483,2.8,MR00,UA13YTK28483,MR,home,unpaid
SBF3114756,27/2/2019 14:18,GF00,IO09FGE68100,2.8,GF00,IO09FGE68100,GF,home,unpaid
VWE7348899,27/2/2019 14:22,MR08,KF48RSD79865,2.8,MR08,KF48RSD79865,MR,home,unpaid
FOD6180052,27/2/2019 16:07,AO15,HT62RDI04611,2.8,AO15,HT62RDI04611,AO,home,unpaid
VQW0366133,27/2/2019 17:17,NE11,QP02SYE47964,2.8,NE11,QP02SYE47964,NE,home,unpaid
IAO2967372,27/2/2019 18:12,EG11,JD78PQD35395,1,EG11,JD78PQD35395,EG,home,unpaid
FMH5258477,27/2/2019 18:37,NE01,IA29IQS63679,1,NE01,IA29IQS63679,NE,home,unpaid
TQU4067241,27/2/2019 18:50,EG06,TE24LCO18661,1.25,EG06,TE24LCO18661,EG,home,unpaid
PRS2985559,27/2/2019 20:09,NE14,IA29IQS63679,1,NE14,IA29IQS63679,NE,home,unpaid
FYK3920923,27/2/2019 21:10,OO13,QN12NTR81378,2.5,OO13,QN12NTR81378,GF,away,unpaid
ZEG6036976,27/2/2019 21:14,KO02,QW79CHL42244,2.8,KO02,QW79CHL42244,KO,home,unpaid
OIY1272664,27/2/2019 21:40,GF00,YX66XYW62640,3.1,GF00,YX66XYW62640,GF,home,unpaid
FHF2404681,27/2/2019 22:35,AO14,DP11ENT03275,3.1,AO14,DP11ENT03275,AO,home,unpaid
GCO9087670,27/2/2019 22:37,OO08,VJ92OYV94295,2.5,OO08,VJ92OYV94295,OO,home,unpaid
GBU7380535,27/2/2019 22:46,EG01,CM15YCB60994,2,EG01,CM15YCB60994,EG,home,unpaid
CSZ0987573,28/2/2019 00:04,AO17,JD78PQD35395,2.8,AO17,JD78PQD35395,EG,away,unpaid
